,,,
1,쌍둥이돼지국밥 대표 이미지,https://example.com/images/restaurant_1.jpg,1
2,웨이브온 커피 대표 이미지,https://example.com/images/restaurant_2.jpg,2
3,옵스 해운대점 대표 이미지,https://example.com/images/restaurant_3.jpg,3
4,스시 미르네 대표 이미지,https://example.com/images/restaurant_4.jpg,4
5,신기산업 대표 이미지,https://example.com/images/restaurant_5.jpg,5
6,이재모피자 대표 이미지,https://example.com/images/restaurant_6.jpg,6
7,금수복국 대표 이미지,https://example.com/images/restaurant_7.jpg,7
8,B&C제과점 대표 이미지,https://example.com/images/restaurant_8.jpg,8
9,브라운핸즈 백제 대표 이미지,https://example.com/images/restaurant_9.jpg,9
10,칠성식당 대표 이미지,https://example.com/images/restaurant_10.jpg,10
11,해운대기와집대구탕 대표 이미지,https://example.com/images/restaurant_11.jpg,11
12,초량밀면 대표 이미지,https://example.com/images/restaurant_12.jpg,12
13,할매가야밀면 대표 이미지,https://example.com/images/restaurant_13.jpg,13
14,합천일류돼지국밥 대표 이미지,https://example.com/images/restaurant_14.jpg,14
15,18번완당집 대표 이미지,https://example.com/images/restaurant_15.jpg,15
16,속시원한대구탕 대표 이미지,https://example.com/images/restaurant_16.jpg,16
17,소문난동래파전 대표 이미지,https://example.com/images/restaurant_17.jpg,17
18,버거인뉴욕 대표 이미지,https://example.com/images/restaurant_18.jpg,18
19,톤쇼우 대표 이미지,https://example.com/images/restaurant_19.jpg,19
20,나가하마만게츠 대표 이미지,https://example.com/images/restaurant_20.jpg,20
21,코카모메 대표 이미지,https://example.com/images/restaurant_21.jpg,21
22,샤오시 대표 이미지,https://example.com/images/restaurant_22.jpg,22
23,신발원 대표 이미지,https://example.com/images/restaurant_23.jpg,23
24,옥생관 대표 이미지,https://example.com/images/restaurant_24.jpg,24
25,류가향 대표 이미지,https://example.com/images/restaurant_25.jpg,25
26,남천할매떡볶이 대표 이미지,https://example.com/images/restaurant_26.jpg,26
27,다리집 대표 이미지,https://example.com/images/restaurant_27.jpg,27
28,이가네떡볶이 대표 이미지,https://example.com/images/restaurant_28.jpg,28
29,빨간떡볶이 대표 이미지,https://example.com/images/restaurant_29.jpg,29
30,앳홈 대표 이미지,https://example.com/images/restaurant_30.jpg,30
31,라자 대표 이미지,https://example.com/images/restaurant_31.jpg,31
32,안남 대표 이미지,https://example.com/images/restaurant_32.jpg,32
33,디에이블 대표 이미지,https://example.com/images/restaurant_33.jpg,33
